region,input_comm,tech,vintage,output_comm,efficiency,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
AB,T_dsl,T_BLND_DSL_ELC_HDV,2025,T_dsl_elc_hdv,1.0,PJ/PJ,blend/fuel; Mid; source years 2030..2030,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV35,2045,T_gsl_elc_phev35,1.0,PJ/PJ,blend/electricity; Mid; source years 2050..2050,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_gsl,T_BLND_GSL_ELC_PHEV35,2045,T_gsl_elc_phev35,1.0,PJ/PJ,blend/fuel; Mid; source years 2050..2050,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,2025,T_gsl_elc_phev50,1.0,PJ/PJ,blend/electricity; Mid; source years 2030..2030,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_gsl,T_BLND_GSL_ELC_PHEV50,2025,T_gsl_elc_phev50,1.0,PJ/PJ,blend/fuel; Mid; source years 2030..2030,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,2030,T_gsl_elc_phev50,1.0,PJ/PJ,blend/electricity; Mid; source years 2035..2035,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_gsl,T_BLND_GSL_ELC_PHEV50,2030,T_gsl_elc_phev50,1.0,PJ/PJ,blend/fuel; Mid; source years 2035..2035,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,2035,T_gsl_elc_phev50,1.0,PJ/PJ,blend/electricity; Mid; source years 2040..2040,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_gsl,T_BLND_GSL_ELC_PHEV50,2035,T_gsl_elc_phev50,1.0,PJ/PJ,blend/fuel; Mid; source years 2040..2040,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,2040,T_gsl_elc_phev50,1.0,PJ/PJ,blend/electricity; Mid; source years 2045..2045,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_gsl,T_BLND_GSL_ELC_PHEV50,2040,T_gsl_elc_phev50,1.0,PJ/PJ,blend/fuel; Mid; source years 2045..2045,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_elc_ldv_chrg,T_BLND_GSL_ELC_PHEV50,2045,T_gsl_elc_phev50,1.0,PJ/PJ,blend/electricity; Mid; source years 2050..2050,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_gsl,T_BLND_GSL_ELC_PHEV50,2045,T_gsl_elc_phev50,1.0,PJ/PJ,blend/fuel; Mid; source years 2050..2050,,,,,,,transport-efficiency-structure:52a5cd9d759321fa
NB,T_jtf,T_HDV_AJF_JFL_EX,2010,T_D_tkm_hdv_aj,0.3547274266302881,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2006..2010,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_EX,2015,T_D_tkm_hdv_aj,0.38538035325517106,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2011..2015,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_EX,2020,T_D_tkm_hdv_aj,0.39221153249422036,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2016..2020,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_EX,2023,T_D_tkm_hdv_aj,0.3474181335755892,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2021..2023,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_N,2025,T_D_tkm_hdv_aj,0.48304089565156333,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_N,2030,T_D_tkm_hdv_aj,0.5076808359390985,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_N,2035,T_D_tkm_hdv_aj,0.5335776608151618,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_N,2040,T_D_tkm_hdv_aj,0.560795484025584,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJF_JFL_N,2045,T_D_tkm_hdv_aj,0.5894016897615829,bn tonne-km/PJ,freight_air/jet_fuel; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_spk,T_HDV_AJF_SPK_N,2025,T_D_tkm_hdv_aj,0.48304089565156333,bn tonne-km/PJ,freight_air/spk; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_spk,T_HDV_AJF_SPK_N,2030,T_D_tkm_hdv_aj,0.5076808359390985,bn tonne-km/PJ,freight_air/spk; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_spk,T_HDV_AJF_SPK_N,2035,T_D_tkm_hdv_aj,0.5335776608151618,bn tonne-km/PJ,freight_air/spk; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_spk,T_HDV_AJF_SPK_N,2040,T_D_tkm_hdv_aj,0.560795484025584,bn tonne-km/PJ,freight_air/spk; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_spk,T_HDV_AJF_SPK_N,2045,T_D_tkm_hdv_aj,0.5894016897615829,bn tonne-km/PJ,freight_air/spk; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-freight-air:composite:1:80d8d4fb89fb7685
NB,T_jtf,T_HDV_AJP_JFL_EX,2000,T_D_pkm_hdv_aj,0.5115427053754442,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2000..2000,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_EX,2005,T_D_pkm_hdv_aj,0.5110672742802874,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2001..2005,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_EX,2010,T_D_pkm_hdv_aj,0.6240517751488962,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2006..2010,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_EX,2015,T_D_pkm_hdv_aj,0.6794060633593056,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2011..2015,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_EX,2020,T_D_pkm_hdv_aj,0.6931961635396615,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2016..2020,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_EX,2023,T_D_pkm_hdv_aj,0.6144693135946814,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2021..2023,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_N,2025,T_D_pkm_hdv_aj,0.8456193080576163,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_N,2030,T_D_pkm_hdv_aj,0.8887543913271627,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_N,2035,T_D_pkm_hdv_aj,0.9340897973553562,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_N,2040,T_D_pkm_hdv_aj,0.9817377647163519,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_jtf,T_HDV_AJP_JFL_N,2045,T_D_pkm_hdv_aj,1.0318162572795953,bn passenger-km/PJ,passenger_air/jet_fuel; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_spk,T_HDV_AJP_SPK_N,2025,T_D_pkm_hdv_aj,0.8456193080576163,bn passenger-km/PJ,passenger_air/spk; Mid; source years 2030..2030,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_spk,T_HDV_AJP_SPK_N,2030,T_D_pkm_hdv_aj,0.8887543913271627,bn passenger-km/PJ,passenger_air/spk; Mid; source years 2035..2035,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_spk,T_HDV_AJP_SPK_N,2035,T_D_pkm_hdv_aj,0.9340897973553562,bn passenger-km/PJ,passenger_air/spk; Mid; source years 2040..2040,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_spk,T_HDV_AJP_SPK_N,2040,T_D_pkm_hdv_aj,0.9817377647163519,bn passenger-km/PJ,passenger_air/spk; Mid; source years 2045..2045,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_spk,T_HDV_AJP_SPK_N,2045,T_D_pkm_hdv_aj,1.0318162572795953,bn passenger-km/PJ,passenger_air/spk; Mid; source years 2050..2050,T02,5.0,5.0,5.0,5.0,5.0,efficiency-passenger-air:composite:1:f39d3865ae301ca1
NB,T_elc_mhdv_chrg,T_HDV_BIC_BEV_N,2025,T_D_pkm_hdv_bic,3.8135891384153275,bn passenger-km/PJ,inter_city_buses/bev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_elc_mhdv_chrg,T_HDV_BIC_BEV_N,2030,T_D_pkm_hdv_bic,4.032771163822872,bn passenger-km/PJ,inter_city_buses/bev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_elc_mhdv_chrg,T_HDV_BIC_BEV_N,2035,T_D_pkm_hdv_bic,4.194985425684487,bn passenger-km/PJ,inter_city_buses/bev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_elc_mhdv_chrg,T_HDV_BIC_BEV_N,2040,T_D_pkm_hdv_bic,4.359293581734641,bn passenger-km/PJ,inter_city_buses/bev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_elc_mhdv_chrg,T_HDV_BIC_BEV_N,2045,T_D_pkm_hdv_bic,4.5196457955720435,bn passenger-km/PJ,inter_city_buses/bev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_EX,2010,T_D_pkm_hdv_bic,1.1793371963733013,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2006..2010,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_EX,2015,T_D_pkm_hdv_bic,1.1674606314571008,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_EX,2020,T_D_pkm_hdv_bic,1.6917444701375324,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_EX,2023,T_D_pkm_hdv_bic,1.4624521031990934,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_HEV_N,2025,T_D_pkm_hdv_bic,1.6367253139310318,bn passenger-km/PJ,inter_city_buses/hev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_HEV_N,2030,T_D_pkm_hdv_bic,1.7650875079277792,bn passenger-km/PJ,inter_city_buses/hev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_HEV_N,2035,T_D_pkm_hdv_bic,1.872348194006958,bn passenger-km/PJ,inter_city_buses/hev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_HEV_N,2040,T_D_pkm_hdv_bic,1.9794186705026506,bn passenger-km/PJ,inter_city_buses/hev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_HEV_N,2045,T_D_pkm_hdv_bic,2.086326675010657,bn passenger-km/PJ,inter_city_buses/hev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_N,2025,T_D_pkm_hdv_bic,1.604580504578446,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_N,2030,T_D_pkm_hdv_bic,1.6975841256652648,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_N,2035,T_D_pkm_hdv_bic,1.7715129536489267,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_N,2040,T_D_pkm_hdv_bic,1.8452316070653607,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_dsl,T_HDV_BIC_DSL_N,2045,T_D_pkm_hdv_bic,1.91876667703721,bn passenger-km/PJ,inter_city_buses/diesel; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_h2_mhdv,T_HDV_BIC_FCEV_N,2025,T_D_pkm_hdv_bic,2.4475273574904337,bn passenger-km/PJ,inter_city_buses/fcev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_h2_mhdv,T_HDV_BIC_FCEV_N,2030,T_D_pkm_hdv_bic,2.6338111870464247,bn passenger-km/PJ,inter_city_buses/fcev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_h2_mhdv,T_HDV_BIC_FCEV_N,2035,T_D_pkm_hdv_bic,2.7734999183824827,bn passenger-km/PJ,inter_city_buses/fcev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_h2_mhdv,T_HDV_BIC_FCEV_N,2040,T_D_pkm_hdv_bic,2.921176111471667,bn passenger-km/PJ,inter_city_buses/fcev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_h2_mhdv,T_HDV_BIC_FCEV_N,2045,T_D_pkm_hdv_bic,3.0747129519415806,bn passenger-km/PJ,inter_city_buses/fcev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_EX,2015,T_D_pkm_hdv_bic,1.1674606314571008,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_EX,2020,T_D_pkm_hdv_bic,1.6917444701375324,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_EX,2023,T_D_pkm_hdv_bic,1.4624521031990934,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_N,2025,T_D_pkm_hdv_bic,1.604580504578446,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_N,2030,T_D_pkm_hdv_bic,1.6975841256652648,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_N,2035,T_D_pkm_hdv_bic,1.7715129536489267,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_N,2040,T_D_pkm_hdv_bic,1.8452316070653607,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_gsl,T_HDV_BIC_GSL_N,2045,T_D_pkm_hdv_bic,1.91876667703721,bn passenger-km/PJ,inter_city_buses/gasoline; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-inter-city-buses:composite:1:4443a99ff36265b6
NB,T_elc_mhdv_chrg,T_HDV_BS_BEV_N,2025,T_D_pkm_hdv_bs,11.5646008487697,bn passenger-km/PJ,school_buses/bev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_elc_mhdv_chrg,T_HDV_BS_BEV_N,2030,T_D_pkm_hdv_bs,12.469217934313052,bn passenger-km/PJ,school_buses/bev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_elc_mhdv_chrg,T_HDV_BS_BEV_N,2035,T_D_pkm_hdv_bs,12.941540626297023,bn passenger-km/PJ,school_buses/bev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_elc_mhdv_chrg,T_HDV_BS_BEV_N,2040,T_D_pkm_hdv_bs,13.451054394948203,bn passenger-km/PJ,school_buses/bev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_elc_mhdv_chrg,T_HDV_BS_BEV_N,2045,T_D_pkm_hdv_bs,14.002331953754888,bn passenger-km/PJ,school_buses/bev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_cng,T_HDV_BS_CNG_EX,2023,T_D_pkm_hdv_bs,2.891495071392644,bn passenger-km/PJ,school_buses/cng; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_cng,T_HDV_BS_CNG_N,2025,T_D_pkm_hdv_bs,3.383696393372159,bn passenger-km/PJ,school_buses/cng; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_cng,T_HDV_BS_CNG_N,2030,T_D_pkm_hdv_bs,3.568896173764392,bn passenger-km/PJ,school_buses/cng; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_cng,T_HDV_BS_CNG_N,2035,T_D_pkm_hdv_bs,3.6686188126576864,bn passenger-km/PJ,school_buses/cng; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_cng,T_HDV_BS_CNG_N,2040,T_D_pkm_hdv_bs,3.7681502650416494,bn passenger-km/PJ,school_buses/cng; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_cng,T_HDV_BS_CNG_N,2045,T_D_pkm_hdv_bs,3.8675063084715515,bn passenger-km/PJ,school_buses/cng; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_EX,2010,T_D_pkm_hdv_bs,2.7450704664786625,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2006..2010,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_EX,2015,T_D_pkm_hdv_bs,3.0210693129870383,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2011..2015,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_EX,2020,T_D_pkm_hdv_bs,3.5629511082355827,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2016..2020,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_EX,2023,T_D_pkm_hdv_bs,2.891495071392644,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2021..2023,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_HEV_N,2025,T_D_pkm_hdv_bs,4.074941828072482,bn passenger-km/PJ,school_buses/hev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_HEV_N,2030,T_D_pkm_hdv_bs,4.449784668521359,bn passenger-km/PJ,school_buses/hev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_HEV_N,2035,T_D_pkm_hdv_bs,4.619627635472522,bn passenger-km/PJ,school_buses/hev; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_HEV_N,2040,T_D_pkm_hdv_bs,4.789276881558345,bn passenger-km/PJ,school_buses/hev; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_HEV_N,2045,T_D_pkm_hdv_bs,4.958751589449691,bn passenger-km/PJ,school_buses/hev; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_N,2025,T_D_pkm_hdv_bs,3.383696393372159,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_N,2030,T_D_pkm_hdv_bs,3.568896173764392,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_N,2035,T_D_pkm_hdv_bs,3.6686188126576864,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2040..2040,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_N,2040,T_D_pkm_hdv_bs,3.7681502650416494,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2045..2045,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl,T_HDV_BS_DSL_N,2045,T_D_pkm_hdv_bs,3.8675063084715515,bn passenger-km/PJ,school_buses/diesel; Mid; source years 2050..2050,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl_elc_hdv,T_HDV_BS_DSL_PHEV_N,2025,T_D_pkm_hdv_bs,8.38210375833021,bn passenger-km/PJ,school_buses/phev; Mid; source years 2030..2030,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
NB,T_dsl_elc_hdv,T_HDV_BS_DSL_PHEV_N,2030,T_D_pkm_hdv_bs,9.088525916908768,bn passenger-km/PJ,school_buses/phev; Mid; source years 2035..2035,T01,5.0,5.0,5.0,5.0,5.0,efficiency-school-buses:composite:1:a650f6e227f8007b
