source_id,mto_make_code,mto_model_code,source_vehicle_classes,first_report_year,last_report_year,observed_report_editions,report_years,model_year_from,model_year_to,observed_model_years,source_rows_across_editions,fit_active_stock_across_editions,latest_report_year,latest_fit_active_stock,highest_confidence_candidate,vpic_second_pass_candidate,vpic_second_pass_reason,other_potential_candidates,canonical_make,candidate_pass_agreement,agreed_model_candidate,manual_promotion_eligible,manual_evidence_disposition,notes,source -> data_source
ontario_ministry_transport_vehicle_population,BMW,3SV,PASSENGER,2016,2025,10,2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2007,2026,16,125,33026,2025,3781,3 Series,X3,Generic Ontario code spans multiple vPIC models; this is the closest family match.,X3,BMW,disagreement,,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,SUBA,GKG,PASSENGER,2017,2025,9,2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2017,2023,7,45,24890,2025,3746,Crosstrek,Crosstrek,,Legacy | Outback | Legacy/Outback,Subaru,agreement,Crosstrek,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,VOLK,CTG,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2007,2010,4,44,66544,2025,3742,Touareg,Touareg,,Tiguan | CC,Volkswagen,agreement,Touareg,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,INTL,PRO,COMMERCIAL,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2008,2025,18,149,60445,2025,3730,Prostar,Prostar,,,International,agreement,Prostar,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,MERZ,C6G,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2008,2020,13,130,29903,2025,3726,C63 AMG,Model unresolved,The Ontario abbreviation does not match a vPIC model closely enough.,CL63 AMG | CLS63 AMG | CLK63 AMG,Mercedes-Benz,disagreement,,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,HYUN,BGS,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2010,2010,1,11,58766,2025,3718,Genesis,Genesis,,Sonata | Santa Fe | Tucson,Hyundai,agreement,Genesis,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,LEXS,IS3,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2001,2021,10,100,39785,2025,3702,IS,IS,,,Lexus,agreement,IS,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,HYUN,VEL,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2011,2019,9,90,48975,2025,3685,Veloster,Veloster,,,Hyundai,agreement,Veloster,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,AUDI,A5,PASSENGER,2017,2025,9,2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2008,2025,15,104,24030,2025,3680,A5,A5,,,Audi,agreement,A5,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,LNDR,DVS,PASSENGER,2016,2025,10,2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2015,2025,11,73,30339,2025,3678,Discovery Sport,Discovery Sport,,Discovery,Land Rover,agreement,Discovery Sport,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,VOLV,XC7,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2004,2018,14,150,43765,2025,3677,XC70,XC70,,,Volvo,agreement,XC70,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,GMC,SEO,COMMERCIAL,2019,2025,7,2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1983,2024,10,60,26646,2025,3672,Sonoma,Sonoma,,,GMC,agreement,Sonoma,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,HYUN,VTO,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2013,2022,9,78,36436,2025,3665,ATOS,Veloster,vPIC also supports Tucson; the code does not clearly distinguish them.,Veloster | Tucson,Hyundai,disagreement,,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,KIA,RKG,PASSENGER,2021,2025,5,2021 | 2022 | 2023 | 2024 | 2025,2021,2025,5,18,10177,2025,3647,K5,K5,,Rio | K4 | Niro,Kia,agreement,K5,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,NISS,SL2,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2007,2009,3,33,71462,2025,3644,Sentra,Sentra,,Versa | Quest | Altima,Nissan,agreement,Sentra,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,LINC,COR,PASSENGER,2023,2025,3,2023 | 2024 | 2025,1956,2026,8,21,6807,2025,3637,Corsair,Corsair,,,Lincoln,agreement,Corsair,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,AUDI,Q3,PASSENGER,2025,2025,1,2025,2017,2025,5,5,3633,2025,3633,Q3,Q3,,,Audi,agreement,Q3,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,VOLK,RAB,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1929,2009,28,308,65398,2025,3611,Rabbit,Rabbit,,,Volkswagen,agreement,Rabbit,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,TOYT,PRV,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2012,2018,7,72,42974,2025,3606,PREVIA,Previa,"Closest vPIC name match, but no sampled year-specific result corroborates it.",,Toyota,agreement,Previa,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,VOLK,GTA,PASSENGER,2016,2025,10,2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2016,2021,6,49,29124,2025,3593,GTI,GTI,"Closest vPIC name match, but no sampled year-specific result corroborates it.",,Volkswagen,agreement,GTI,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,TESL,MOY,PASSENGER,2025,2025,1,2025,2026,2026,1,1,3586,2025,3586,Model Y,Model Y,,,Tesla,agreement,Model Y,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,INTL,LT6,COMMERCIAL,2020,2025,6,2020 | 2021 | 2022 | 2023 | 2024 | 2025,2019,2026,8,32,11926,2025,3579,LT62T,LT62T,,LT62F | LT62A | LT625,International,agreement,LT62T,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,AUDI,CQ5,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2013,2025,8,62,37473,2025,3576,Q5,Q5,,,Audi,agreement,Q5,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,FORD,CSC,COMMERCIAL,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1984,2025,41,407,35370,2025,3547,Escort,Escort,,Crown Victoria | LTD Crown Victoria | EcoSport,Ford,agreement,Escort,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,AUDI,4PP,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2009,2020,11,109,40245,2025,3538,S4,S4,,A4,Audi,agreement,S4,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,DODG,CXA,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2008,2025,17,133,27921,2025,3536,Charger,Charger,,Challenger | Caliber | Durango,Dodge,agreement,Charger,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,GMC,STV,COMMERCIAL,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1967,2025,34,327,49545,2025,3530,Savana Cargo,Savana,"vPIC supports the model, but the Ontario abbreviation is not uniquely identifying.",,GMC,agreement,Savana,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,TOYT,CSM,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2009,2010,2,22,47987,2025,3505,Camry,Camry,,,Toyota,agreement,Camry,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,INFI,Q7H,PASSENGER,2016,2025,10,2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2016,2024,9,61,29342,2025,3502,Q70,Q70,,,Infiniti,agreement,Q70,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,VOLK,BEL,PASSENGER,2018,2025,8,2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1963,2021,8,60,21930,2025,3495,Beetle,Beetle,,,Volkswagen,agreement,Beetle,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,MITS,LES,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2002,2017,10,108,47998,2025,3478,Lancer,Lancer,,Eclipse,Mitsubishi,agreement,Lancer,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,VOLK,DTC,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2006,2015,8,80,56857,2025,3478,CC,CC,,Jetta | Touareg | Tiguan,Volkswagen,agreement,CC,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,GMC,M95,COMMERCIAL,2019,2025,7,2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1967,2022,13,88,22575,2025,3471,Jimmy,Jimmy,,Terrain | Sierra | Acadia,GMC,agreement,Jimmy,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,LNDR,RVE,PASSENGER,2017,2025,9,2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2018,2026,9,43,20972,2025,3463,Range Rover,Range Rover,,,Land Rover,agreement,Range Rover,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,TOYT,RAP,PASSENGER,2023,2025,3,2023 | 2024 | 2025,2021,2025,5,14,6652,2025,3443,RAV4,RAV4,,,Toyota,agreement,RAV4,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,BMW,5XG,PASSENGER,2019,2025,7,2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2010,2026,13,73,20105,2025,3441,X5,X5,,5 Series | i5,BMW,agreement,X5,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,MERZ,B2M,PASSENGER,2016,2025,10,2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2015,2019,5,47,32233,2025,3440,B200,Model unresolved,The Ontario abbreviation does not match a vPIC model closely enough.,B250E,Mercedes-Benz,disagreement,,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,LEXS,IS,PASSENGER,2022,2025,4,2022 | 2023 | 2024 | 2025,2006,2025,7,21,8944,2025,3430,IS,IS,,,Lexus,agreement,IS,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,PONT,G5T,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2007,2010,4,44,98673,2025,3404,G5,G5,,,Pontiac,agreement,G5,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,LNDR,EQU,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2012,2019,8,81,41600,2025,3390,EVOQUE,Range Rover Evoque,"vPIC supports the model, but the Ontario abbreviation is not uniquely identifying.",,Land Rover,agreement,Range Rover Evoque,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,BMW,33G,PASSENGER,2022,2025,4,2022 | 2023 | 2024 | 2025,2022,2026,5,14,8615,2025,3385,3 Series,335,Generic Ontario code spans multiple vPIC models; this is the closest family match.,335 | 332 | 330,BMW,disagreement,,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,BMW,28I,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1996,2015,13,143,49621,2025,3362,2.8,328i,Code-to-name match is weak; selected from vPIC models with overlapping-year coverage.,328I,BMW,disagreement,,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,BUIC,ACX,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1974,2009,9,99,78056,2025,3361,Century,Century,,Lacrosse/Allure | Lucerne | Enclave,Buick,agreement,Century,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,NISS,M3S,PASSENGER,2016,2025,10,2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2016,2023,8,53,25394,2025,3335,Maxima,Maxima,,370Z | Versa | Sentra,Nissan,agreement,Maxima,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,SUBA,2IP,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2010,2019,10,102,35651,2025,3311,Impreza,Impreza,,Impreza/Outback Sport,Subaru,agreement,Impreza,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,DODG,CTX,PASSENGER,2016,2025,10,2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2015,2023,9,67,23304,2025,3301,Charger,Charger,,Challenger | Dart | Durango,Dodge,agreement,Charger,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,HYUN,KON,PASSENGER,2025,2025,1,2025,2018,2026,7,7,3299,2025,3299,Kona,Kona,,,Hyundai,agreement,Kona,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,TOYT,AAL,PASSENGER,2020,2025,6,2020 | 2021 | 2022 | 2023 | 2024 | 2025,2021,2023,2,10,16684,2025,3289,Avalon,Avalon,,,Toyota,agreement,Avalon,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,DODG,CVR,COMMERCIAL | PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,1974,2010,9,84,145566,2025,3281,Caravan/Grand Caravan,Caravan/Grand Caravan,vPIC also supports Caravan; the code does not clearly distinguish them.,Caravan/Ram Van | Viper | Caravan C/V/Grand Caravan,Dodge,agreement,Caravan/Grand Caravan,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,GENS,G70,PASSENGER,2018,2025,8,2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2019,2026,8,36,14572,2025,3260,G70,G70,,,Genesis,agreement,G70,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,HYUN,GN3,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2009,2016,8,87,41332,2025,3249,Genesis,Genesis,,,Hyundai,agreement,Genesis,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,FORD,FMS,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2007,2008,2,22,95950,2025,3239,Fusion,Fusion,,Freestar,Ford,agreement,Fusion,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,HYUN,HEG,PASSENGER,2023,2025,3,2023 | 2024 | 2025,2024,2026,3,6,5442,2025,3235,Nexo,Nexo,,Venue | Santa Fe | Elantra,Hyundai,agreement,Nexo,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,MAZD,3GT,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2014,2016,3,30,35584,2025,3228,Mazda3,Mazda3,,,Mazda,agreement,Mazda3,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
ontario_ministry_transport_vehicle_population,TOYT,CHB,PASSENGER,2014,2025,11,2014 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025,2008,2011,4,44,45867,2025,3199,Camry,Camry,,Corolla | Tacoma | FJ Cruiser,Toyota,agreement,Camry,false,superseded_high_stock_reaudit,Latest-active reviewed MTO key; pass agreement is recomputed using case-insensitive model-family equivalence.,Reviewed two-pass MTO make/model inference using NCIC model-code abbreviations and NHTSA vPIC make/model examples (2026-08-12).
