VEHICLE_CLASS	PLATE-CLASS	VEH-DCL	REG-DCL	VAL-DCL	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
COMMERCIAL	COM	PUO		ARM	5	19	0	0	0	0	0	0	24
COMMERCIAL	COM	PUO		B3K	1	1172	187	1	0	1	0	21	1383
COMMERCIAL	COM	PUO		NOR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO		NPU	571	10854	193	9	0	0	0	33	11660
COMMERCIAL	COM	PUO		OB3	0	29	0	0	0	0	0	171	200
COMMERCIAL	COM	PUO		OPU	304803	277879	3	5	0	4	2	3108	585804
COMMERCIAL	COM	PUO		PAR	0	2	0	0	0	0	0	0	2
COMMERCIAL	COM	PUO		PUO	72556	140472	1513	29	0	13	0	622	215205
COMMERCIAL	COM	PUO		XTR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	ARM	ARM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	CCA	CCA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	CDA	CDA	0	10	0	0	0	0	0	0	10
COMMERCIAL	COM	PUO	CHS	OPU	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	PUO	CHS	PUO	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	PUO	FDA	B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	IND	OPU	2	7	0	0	0	0	0	0	9
COMMERCIAL	COM	PUO	NOR		1	56	0	0	0	0	0	3741	3798
COMMERCIAL	COM	PUO	NOR	B3K	4	334	32	1	0	0	0	0	371
COMMERCIAL	COM	PUO	NOR	NOR	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	PUO	NOR	NPU	133010	181832	627	14	0	18	0	399	315900
COMMERCIAL	COM	PUO	NOR	OB3	9	16	0	0	0	0	0	4	29
COMMERCIAL	COM	PUO	NOR	OPU	368	3574	0	0	0	0	0	30	3972
COMMERCIAL	COM	PUO	NOR	PUO	68	2304	19	0	0	1	0	6	2398
COMMERCIAL	COM	PUO	XTR	XTR	0	14	0	0	0	0	0	0	14
COMMERCIAL	COM	RBM			0	18	2	0	0	0	0	1	21
COMMERCIAL	COM	RBM		PAR	0	6	1	0	0	0	0	0	7
COMMERCIAL	COM	RBM		RBM	0	922	13	0	0	0	0	7	942
COMMERCIAL	COM	RBM	NOR		0	2	0	0	0	0	0	0	2
COMMERCIAL	COM	RBM	NOR	B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	RBM	NOR	RBM	0	49	0	0	0	0	0	0	49
COMMERCIAL	CPH				0	32995	0	0	0	0	0	0	32995
COMMERCIAL	CPR				47244	16848	36	0	13	0	0	0	64141
COMMERCIAL	CPR			B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	CPR		NOR		0	2	0	0	0	0	0	0	2
COMMERCIAL	CPR	B3K		B3K	0	0	1	0	0	0	0	0	1
COMMERCIAL	EVE	B3K		B3K	2	0	0	0	0	0	0	0	2
COMMERCIAL	EVE	B3K		OB3	3	1	0	0	0	0	0	0	4
COMMERCIAL	EVE	B3K	RDX	OB3	1	0	0	0	0	0	0	0	1
COMMERCIAL	EVE	PUO	NOR	NPU	2	0	0	0	0	0	0	0	2
COMMERCIAL	FRM				0	10	0	0	0	0	0	0	10
COMMERCIAL	FRM	FRM			43483	75920	366	2	0	1	1	960	120733
COMMERCIAL	FRM	FRM		FRM	0	6	0	0	0	0	0	0	6
COMMERCIAL	FRM	FRM	CHS		0	8	0	0	0	0	0	0	8
COMMERCIAL	FRM	FRM	FDA		5	6	0	0	0	0	0	0	11
COMMERCIAL	FRM	FRM	IND	IND	0	1	0	0	0	0	0	0	1
COMMERCIAL	FRM	FRM	NOR		620	2293	7	0	0	0	0	18	2938
COMMERCIAL	FRM	PUO			0	1	1	0	0	0	0	0	2
COMMERCIAL	FRM	PUO	NOR		0	1	0	0	0	0	0	0	1
COMMERCIAL	OCC				9548	2431	0	0	0	0	0	64	12043
COMMERCIAL	OCC			OB3	0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC			OPU	0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC		IND	IND	9	0	0	0	0	0	0	0	9
COMMERCIAL	OCC		NOR		930	221	0	0	0	0	0	4	1155
COMMERCIAL	OCC		NOR	PUO	0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC		STJ	STJ	9	10	0	0	0	0	0	0	19
COMMERCIAL	OCC	B3K			0	0	0	0	0	0	0	37	37
COMMERCIAL	OCC	B3K		B3K	6425	1609	0	0	0	0	0	28	8062
COMMERCIAL	OCC	B3K		OB3	20847	4603	0	0	0	0	0	57	25507
COMMERCIAL	OCC	B3K		OPU	0	0	0	0	0	0	0	7	7
COMMERCIAL	OCC	B3K		PUO	0	1	0	0	0	0	0	2	3
COMMERCIAL	OCC	B3K	IND	IND	2	1	0	0	0	0	0	0	3
COMMERCIAL	OCC	B3K	IND	OB3	0	1	0	0	0	0	0	0	1
COMMERCIAL	OCC	B3K	NOR		0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC	B3K	NOR	B3K	2	9	0	0	0	0	0	0	11
COMMERCIAL	OCC	B3K	NOR	NPU	0	1	0	0	0	0	0	0	1
COMMERCIAL	OCC	B3K	NOR	OB3	134	65	0	0	0	0	0	2	201
COMMERCIAL	OCC	B3K	STJ	STJ	7	3	0	0	0	0	0	0	10
COMMERCIAL	OCC	MFT			0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC	MFT		MFT	213	0	0	0	0	0	0	0	213
COMMERCIAL	OCC	MF3			2	0	0	0	0	0	0	0	2
COMMERCIAL	OCC	MF3		MF3	19	0	0	0	0	0	0	0	19
COMMERCIAL	OCC	MF3	IND	MF3	1	0	0	0	0	0	0	0	1
COMMERCIAL	OCC	PAR		PAR	17	17	0	0	0	0	0	0	34
COMMERCIAL	OCC	PAR	NOR	PAR	2	0	0	0	0	0	0	0	2
COMMERCIAL	OCC	PUO			1	1	0	0	0	0	0	48	50
COMMERCIAL	OCC	PUO		B3K	0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC	PUO		NPU	30	86	0	0	0	0	0	0	116
COMMERCIAL	OCC	PUO		OB3	0	1	0	0	0	0	0	8	9
COMMERCIAL	OCC	PUO		OPU	23964	6373	0	0	0	0	0	73	30410
COMMERCIAL	OCC	PUO		PUO	5661	1607	0	0	0	0	0	21	7289
COMMERCIAL	OCC	PUO	NOR		0	1	0	0	0	0	0	5	6
COMMERCIAL	OCC	PUO	NOR	NOR	0	0	0	0	0	0	0	4	4
COMMERCIAL	OCC	PUO	NOR	NPU	6749	2147	0	0	0	0	0	8	8904
COMMERCIAL	OCC	PUO	NOR	OB3	1	0	0	0	0	0	0	0	1
COMMERCIAL	OCC	PUO	NOR	OPU	20	44	0	0	0	0	0	0	64
COMMERCIAL	OCC	PUO	NOR	PUO	99	31	0	0	0	0	0	2	132
COMMERCIAL	OCC	RBM		RBM	0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH				0	4	0	0	0	0	0	0	4
COMMERCIAL	SCH		CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH		NOR		0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH	SCH			0	373	115	1	0	0	0	0	489
COMMERCIAL	SCH	SCH	CHS		0	1	4	0	0	0	0	0	5
COMMERCIAL	SCH	SCH	IND		0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH	SCH	NOR		0	27	1	0	0	0	0	0	28
COMMERCIAL	YOM	PUO			140	52	0	0	0	0	0	1	193
COMMERCIAL	YOM	PUO		OPU	5	1	0	0	0	0	0	0	6
COMMERCIAL	YOM	PUO		PUO	1	0	0	0	0	0	0	0	1
COMMERCIAL	YOM	PUO	NOR	NPU	27	6	0	0	0	0	0	0	33
BUS	   				0	23580	6833	13318	4415	2223	3	86	50458
BUS	   		CCA		0	0	29	0	0	0	0	0	29
BUS	   		CHS		0	524	23	11	22	49	0	1	630
BUS	   		FDA		0	29	15	5	27	1	0	0	77
BUS	   		IND		0	45	2	0	0	1	0	0	48
BUS	   		NOR		0	235	371	45	14	23	0	1	689
BUS	   		ONA		0	111	44	2	48	21	0	0	226
BUS	   		RDX		0	5	0	0	0	2	0	0	7
BUS	   	SCH			0	6358	203	310	904	2017	1	6	9799
BUS	   	SCH	CHS		0	79	1	0	1	3	0	0	84
BUS	   	SCH	FDA		0	0	1	0	1	0	0	0	2
BUS	   	SCH	IND		0	37	0	0	2	4	0	0	43
BUS	   	SCH	NOR		0	114	1	6	3	3	0	0	127
BUS	   	SCH	ONA		0	0	1	0	0	0	0	0	1
BUS	BPH				0	650	0	0	0	0	0	0	650
BUS	BPR				374	681	0	0	0	0	0	0	1055
BUS	BPR		NOR		0	1	1	0	0	0	0	0	2
BUS	BPR	PUO			0	1	0	0	0	0	0	0	1
BUS	BUS				17577	11924	158	3	0	0	0	439	30101
BUS	BUS			CHS	0	10	0	0	0	0	0	0	10
BUS	BUS			IND	0	2	0	0	0	0	0	0	2
BUS	BUS			ONA	2	0	0	0	0	0	0	0	2
BUS	BUS		CHS		0	94	12	0	0	0	0	3	109
BUS	BUS		CHS	CHS	116	689	0	0	0	0	0	0	805
BUS	BUS		FDA		18	5	0	0	0	0	0	0	23
BUS	BUS		FDA	FDA	0	4	0	0	0	0	0	0	4
BUS	BUS		IND		81	84	0	0	0	0	0	2	167
BUS	BUS		IND	IND	0	63	0	0	0	0	0	0	63
BUS	BUS		NOR		85	290	3	0	0	0	0	37	415
BUS	BUS		ONA		0	2	0	0	0	0	0	0	2
BUS	BUS		ONA	ONA	798	13	0	0	0	0	0	0	811
BUS	BUS		RDX	RDX	4	1	0	0	0	0	0	0	5
BUS	SCH				0	1	0	0	0	0	0	0	1
BUS	SCH	SCH			11452	5563	0	0	0	0	0	66	17081
BUS	SCH	SCH		CHS	0	3	0	0	0	0	0	0	3
BUS	SCH	SCH		SCH	0	1	0	0	0	0	0	0	1
BUS	SCH	SCH	CHS	CHS	97	54	0	0	0	0	0	0	151
BUS	SCH	SCH	IND		99	57	0	0	0	0	0	2	158
BUS	SCH	SCH	IND	IND	0	13	0	0	0	0	0	0	13
BUS	SCH	SCH	NOR		26	180	0	0	0	0	0	2	208
BUS	SCH	SCH	ONA	ONA	3	0	0	0	0	0	0	0	3
TRAILER	   				0	454113	15319	2372	119791	29433	48	0	621076
TRAILER	   		CCA		0	2	0	0	0	0	0	0	2
TRAILER	   		CDA		0	5	0	0	1	0	0	0	6
TRAILER	   		CHS		0	26	1	1	0	3	0	0	31
TRAILER	   		FDA		0	368	1	3	53	35	0	0	460
TRAILER	   		IND		0	33	0	0	0	1	0	0	34
TRAILER	   		NOR		0	45210	363	409	5993	5124	2	0	57101
TRAILER	   		ONA		0	725	190	21	6	182	0	0	1124
TRAILER	   		STJ		0	12	0	0	0	0	0	0	12
TRAILER	   		XTR		0	8	0	0	1	0	0	0	9
TRAILER	TRL				2854072	4326	56	12	3	38	0	0	2858507
TRAILER	TRL			B3K	43	0	0	0	0	0	0	0	43
TRAILER	TRL			CCA	4	0	0	0	0	0	0	0	4
TRAILER	TRL			CDA	2	0	0	0	0	0	0	0	2
TRAILER	TRL			FDA	2	0	0	0	0	0	0	0	2
TRAILER	TRL			IND	2	0	0	0	0	0	0	0	2
TRAILER	TRL			NOR	2	0	0	0	0	0	0	0	2
TRAILER	TRL			NPU	4	1	0	0	0	0	0	0	5
TRAILER	TRL			ONA	49	0	0	0	0	0	0	0	49
TRAILER	TRL			PUO	3	1	0	0	0	0	0	0	4
TRAILER	TRL			XTR	5	0	0	0	0	0	0	0	5
TRAILER	TRL		ARM		1	0	0	0	0	0	0	0	1
TRAILER	TRL		CCA		19	0	0	0	0	0	0	0	19
TRAILER	TRL		CCA	CCA	13	0	0	0	0	0	0	0	13
TRAILER	TRL		CDA		10	0	0	0	0	0	0	0	10
TRAILER	TRL		CDA	CDA	39	0	0	0	0	0	0	0	39
TRAILER	TRL		CDA	XTR	1	0	0	0	0	0	0	0	1
TRAILER	TRL		CHS		195	0	0	0	0	0	0	0	195
TRAILER	TRL		FDA		912	8	0	0	0	0	0	0	920
TRAILER	TRL		FDA	FDA	136	0	0	0	0	0	0	0	136
TRAILER	TRL		IND		572	0	0	0	0	0	0	0	572
TRAILER	TRL		IND	FDA	1	0	0	0	0	0	0	0	1
TRAILER	TRL		IND	IND	204	0	0	0	0	0	0	0	204
TRAILER	TRL		NOR		477433	723	5	0	1	9	0	0	478171
TRAILER	TRL		NOR	B3K	2	0	0	0	0	0	0	0	2
TRAILER	TRL		NOR	NPU	1	0	0	0	0	0	0	0	1
TRAILER	TRL		NOR	PUO	1	0	0	0	0	0	0	0	1
TRAILER	TRL		ONA		516	0	0	0	0	0	0	0	516
TRAILER	TRL		ONA	FDA	15	0	0	0	0	0	0	0	15
TRAILER	TRL		ONA	ONA	4063	0	0	0	0	0	0	0	4063
TRAILER	TRL		RDX		62	0	0	0	0	0	0	0	62
TRAILER	TRL		STJ		40	0	0	0	0	0	0	0	40
TRAILER	TRL		XTR		3	0	0	0	0	0	0	0	3
TRAILER	TRL		XTR	XTR	18	0	0	0	0	0	0	0	18
SNOW VEHICLE	   				0	119	0	1535	8521	221	6	0	10402
SNOW VEHICLE	   		FDA		0	0	0	1	11	0	0	0	12
SNOW VEHICLE	   		NOR		0	24	0	1827	2306	122	0	0	4279
SNOW VEHICLE	   		ONA		0	0	0	21	10	0	0	0	31
SNOW VEHICLE	   		XTR		0	0	0	0	1	0	0	0	1
SNOW VEHICLE	   	SNR			0	6	1	155	2859	44	0	0	3065
SNOW VEHICLE	   	SNR	FDA		0	0	0	0	15	0	0	0	15
SNOW VEHICLE	   	SNR	NOR		0	2	0	29	65	10	0	0	106
SNOW VEHICLE	   	SNR	ONA		0	0	0	1	2	0	0	0	3
SNOW VEHICLE	SNO				190702	247984	2	4	1	9675	0	0	448368
SNOW VEHICLE	SNO			NOR	252	7254	0	0	0	360	0	0	7866
SNOW VEHICLE	SNO			ONA	0	2	0	0	0	0	0	0	2
SNOW VEHICLE	SNO			SNR	3	0	0	0	0	0	0	0	3
SNOW VEHICLE	SNO		CDA		1	2	0	0	0	0	0	0	3
SNOW VEHICLE	SNO		CHS		6	3	0	0	0	0	0	0	9
SNOW VEHICLE	SNO		FDA		101	88	0	0	0	2	0	0	191
SNOW VEHICLE	SNO		FDA	NOR	0	3	0	0	0	0	0	0	3
SNOW VEHICLE	SNO		IND		34	60	0	0	0	0	0	0	94
SNOW VEHICLE	SNO		NOR		29824	7370	0	0	0	3895	0	0	41089
SNOW VEHICLE	SNO		NOR	NOR	62303	121960	0	0	0	5954	0	0	190217
SNOW VEHICLE	SNO		NOR	SNR	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	SNO		ONA		82	99	0	0	0	19	0	0	200
SNOW VEHICLE	SNO		ONA	ONA	339	490	0	0	0	23	0	0	852
SNOW VEHICLE	SNO		XTR		0	2	0	0	0	0	0	0	2
SNOW VEHICLE	SNO	SNR			163	53758	2	15	0	3661	0	0	57599
SNOW VEHICLE	SNO	SNR		NOR	0	0	0	0	0	6	0	0	6
SNOW VEHICLE	SNO	SNR		SNR	0	14	0	0	0	0	0	0	14
SNOW VEHICLE	SNO	SNR	CHS		0	3	0	0	0	0	0	0	3
SNOW VEHICLE	SNO	SNR	FDA		0	16	0	0	0	9	0	0	25
SNOW VEHICLE	SNO	SNR	IND		0	22	0	0	0	0	0	0	22
SNOW VEHICLE	SNO	SNR	NOR		69	4009	1	0	0	952	0	0	5031
SNOW VEHICLE	SNO	SNR	NOR	NOR	0	1	0	0	0	17	0	0	18
SNOW VEHICLE	SNO	SNR	NOR	SNR	0	5	0	0	0	0	0	0	5
SNOW VEHICLE	SNO	SNR	ONA		10	70	0	0	0	12	0	0	92
SNOW VEHICLE	YMC				1	0	0	0	0	0	0	0	1
OFF ROAD	   				0	91412	4744	113	13950	3010	3	0	113232
OFF ROAD	   		CHS		0	25	1	0	0	0	0	0	26
OFF ROAD	   		FDA		0	55	2	0	25	1	0	0	83
OFF ROAD	   		IND		0	10	0	0	0	0	0	0	10
OFF ROAD	   		NOR		0	15979	164	33	2011	1701	0	0	19888
OFF ROAD	   		ONA		0	86	6	42	1	14	0	0	149
OFF ROAD	OFF				433133	168	0	0	1	0	0	1	433303
OFF ROAD	OFF			FDA	1	0	0	0	0	0	0	0	1
OFF ROAD	OFF			ONA	5	0	0	0	0	0	0	0	5
OFF ROAD	OFF		CDA	CDA	1	0	0	0	0	0	0	0	1
OFF ROAD	OFF		CHS		11	0	0	0	0	0	0	0	11
OFF ROAD	OFF		FDA		203	0	0	0	0	0	0	0	203
OFF ROAD	OFF		FDA	FDA	16	0	0	0	0	0	0	0	16
OFF ROAD	OFF		IND		115	0	0	0	0	0	0	0	115
OFF ROAD	OFF		NOR		158034	14	0	0	0	1	1	1	158051
OFF ROAD	OFF		ONA		3	0	0	0	0	0	0	0	3
OFF ROAD	OFF		ONA	ONA	1262	0	0	0	0	0	0	0	1262
OFF ROAD	OFF		STJ		1	0	0	0	0	0	0	0	1
OFF ROAD	OFF		XTR		1	0	0	0	0	0	0	0	1
OFF ROAD	OFF		XTR	XTR	3	0	0	0	0	0	0	0	3
OFF ROAD	SNO				0	2	0	0	0	0	0	0	2
