VEHICLE_CLASS	DESCRIPTOR	VALUE	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
COMMERCIAL	MOTIVE POWER	N	878	286	35	97	21	5	0	14	1336
COMMERCIAL	MOTIVE POWER	P	550	8178	871	2321	542	210	0	20	12692
COMMERCIAL	MOTIVE POWER	U	46	74	7	21	6	2	0	2	158
COMMERCIAL	MOTIVE POWER	OTHER	6	100	34	14	30	6	0	1	191
COMMERCIAL	BODY TYPE	CB	43224	70519	10580	8980	8388	1519	2	2460	145672
COMMERCIAL	BODY TYPE	CN	813	996	229	29	136	32	0	41	2276
COMMERCIAL	BODY TYPE	CO	7781	21097	4572	1913	2871	537	1	520	39292
COMMERCIAL	BODY TYPE	CT	162663	252074	62833	10630	41513	5878	25	4182	539798
COMMERCIAL	BODY TYPE	CW	296851	223139	17309	3044	30760	7659	14	1435	580211
COMMERCIAL	BODY TYPE	DP	7615	36863	7388	2532	3600	1032	11	690	59731
COMMERCIAL	BODY TYPE	FM	1333	12843	2471	1457	1319	566	1	86	20076
COMMERCIAL	BODY TYPE	FV	123371	23801	3810	2434	7419	496	0	396	161727
COMMERCIAL	BODY TYPE	IC	3948	2503	456	712	390	46	0	78	8133
COMMERCIAL	BODY TYPE	MX	1500	1882	453	78	334	42	0	59	4348
COMMERCIAL	BODY TYPE	OV	20	122	29	12	7	2	0	3	195
COMMERCIAL	BODY TYPE	PD	1339	705	94	81	98	16	0	21	2354
COMMERCIAL	BODY TYPE	PF	850	10800	1871	1155	679	278	0	100	15733
COMMERCIAL	BODY TYPE	PK	912047	1516040	173091	364480	189534	54711	184	33734	3243821
COMMERCIAL	BODY TYPE	PR	451	1218	243	96	353	93	0	16	2470
COMMERCIAL	BODY TYPE	SD	389	1646	246	260	427	58	0	25	3051
COMMERCIAL	BODY TYPE	ST	479	27063	4051	3202	857	593	1	106	36352
COMMERCIAL	BODY TYPE	TX	1708	6463	1546	658	544	177	0	92	11188
COMMERCIAL	BODY TYPE	TY	23745	42467	5172	8147	7121	2085	13	747	89497
COMMERCIAL	BODY TYPE	VN	33459	341752	33849	136880	35876	10224	3	3129	595172
COMMERCIAL	BODY TYPE	WR	1559	5292	1098	793	269	138	0	79	9228
COMMERCIAL	BODY TYPE	OTHER	0	17036	2183	215	1522	6	0	0	20962
COMMERCIAL	YEAR	2021	20309	676	17	0	162	2	0	43	21209
COMMERCIAL	YEAR	2020	128044	7938	524	2	1290	299	0	55	138152
COMMERCIAL	YEAR	2019	163309	31071	1357	26	3419	763	0	90	200035
COMMERCIAL	YEAR	2018	139364	41906	2237	89	5461	845	0	86	189988
COMMERCIAL	YEAR	2017	129968	47055	3330	171	7123	1152	0	110	188909
COMMERCIAL	YEAR	2016	111263	54494	4421	266	7846	1276	5	157	179728
COMMERCIAL	YEAR	2015	88372	47729	4104	299	6923	1453	4	218	149102
COMMERCIAL	YEAR	2014	79183	46337	3961	410	6747	1507	6	206	138357
COMMERCIAL	YEAR	2013	67238	40201	3572	449	6186	1328	2	252	119228
COMMERCIAL	YEAR	2012	66080	35394	3704	673	6175	1131	3	330	113490
COMMERCIAL	YEAR	2011	76529	41371	4151	1175	6830	1457	1	452	131966
COMMERCIAL	YEAR	2010	70906	38124	4165	1557	6322	1369	1	654	123098
COMMERCIAL	YEAR	2009	50924	27120	3911	1669	5141	1033	0	705	90503
COMMERCIAL	YEAR	2008	63021	38122	6483	3659	7554	1369	4	1302	121514
COMMERCIAL	YEAR	2007	61809	44291	8464	4821	8969	1688	8	1647	131697
COMMERCIAL	YEAR	2006	51696	40276	8569	6202	7904	1785	4	1841	118277
COMMERCIAL	YEAR	2005	44245	42030	8865	7647	7457	1788	7	2189	114228
COMMERCIAL	YEAR	2004	38031	44124	8226	9984	6927	2023	3	2572	111890
COMMERCIAL	YEAR	2003	33748	50360	8516	13935	7153	1998	5	3077	118792
COMMERCIAL	YEAR	2002	23456	49021	7503	14650	6892	1940	25	2794	106281
COMMERCIAL	YEAR	2001	17826	51197	7846	15620	9194	1825	113	2695	106316
COMMERCIAL	YEAR	2000	16820	62749	9549	20531	10761	2155	1	3071	125637
COMMERCIAL	YEAR	1999	12796	60341	8727	19482	12203	1902	3	2785	118239
COMMERCIAL	YEAR	1998	12088	59037	8326	19924	15529	1938	3	2749	119594
COMMERCIAL	YEAR	1997	8405	52121	7434	17923	11312	1612	4	2298	101109
COMMERCIAL	YEAR	1996	6297	39319	5697	12639	6146	1163	10	1625	72896
COMMERCIAL	YEAR	1995	6734	51545	8060	16709	8175	1516	1	2019	94759
COMMERCIAL	YEAR	1994	4578	47226	7050	16846	7471	1596	0	1790	86557
COMMERCIAL	YEAR	1993	3276	38971	5831	12916	5691	1324	0	1348	69357
COMMERCIAL	YEAR	1992	2746	39932	5391	13685	5424	1418	0	1179	69775
COMMERCIAL	YEAR	1991	2277	41847	5288	13739	5120	1509	1	1082	70863
COMMERCIAL	YEAR	1990	2859	58396	7496	18230	7168	1961	0	1264	97374
COMMERCIAL	YEAR	1989	2551	75340	8763	23113	8508	2544	0	1205	122024
COMMERCIAL	YEAR	1988	2069	91891	10204	26328	10435	3097	0	1155	145179
COMMERCIAL	YEAR	1987	1668	76394	8764	19995	9092	2445	4	525	118887
COMMERCIAL	YEAR	1986	1733	81125	8670	19253	9334	2693	2	450	123260
COMMERCIAL	YEAR	1985	1260	73600	7144	15895	8487	2363	2	343	109094
COMMERCIAL	YEAR	1984	945	60655	6092	13506	6521	2076	2	224	90021
COMMERCIAL	YEAR	1983	503	36943	3271	9151	4038	1375	0	106	55387
COMMERCIAL	YEAR	1982	438	36357	3607	8164	4016	1217	0	104	53903
COMMERCIAL	YEAR	1981	787	60915	5716	12972	5751	2065	0	190	88396
COMMERCIAL	YEAR	1980	541	60544	5903	11899	5799	1999	3	124	86812
COMMERCIAL	YEAR	1979	907	78185	7831	14558	6874	2510	3	150	111018
COMMERCIAL	YEAR	1978	764	68510	7165	14017	5746	2129	6	116	98453
COMMERCIAL	YEAR	1977	554	70283	7603	15531	5201	2181	3	88	101444
COMMERCIAL	YEAR	1976	360	62837	7179	14233	3914	1986	0	70	90579
COMMERCIAL	YEAR	1975	274	54500	6658	11769	3134	1712	3	68	78118
COMMERCIAL	YEAR	1974	218	58909	7680	13566	2965	1852	3	59	85252
COMMERCIAL	YEAR	1973	155	43599	5865	9764	2041	1310	3	30	62767
COMMERCIAL	YEAR	1972	448	34034	5114	6901	1476	1047	4	35	49059
COMMERCIAL	YEAR	1971	243	21423	3392	4394	842	696	1	31	31022
COMMERCIAL	YEAR	1970	273	19309	3108	3579	591	589	2	22	27473
COMMERCIAL	YEAR	1969	264	22154	3640	4301	671	630	0	26	31686
COMMERCIAL	YEAR	1968	263	15889	2628	2691	433	424	0	22	22350
COMMERCIAL	YEAR	1967	192	12201	2118	2127	308	342	0	19	17307
COMMERCIAL	YEAR	1966	239	8050	1595	1320	225	211	0	11	11651
COMMERCIAL	YEAR	1965	186	5070	1074	844	124	141	0	14	7453
COMMERCIAL	YEAR	1964	169	3843	832	626	95	91	0	12	5668
COMMERCIAL	YEAR	1963	93	2282	514	364	59	57	0	8	3377
COMMERCIAL	YEAR	1962	64	1432	355	201	33	29	0	7	2121
COMMERCIAL	YEAR	1961	54	1000	328	163	22	25	0	1	1593
COMMERCIAL	YEAR	1960	49	949	319	122	32	30	0	2	1503
COMMERCIAL	YEAR	1959	100	700	386	87	31	11	0	10	1325
COMMERCIAL	YEAR	1958	94	482	300	65	18	14	0	1	974
COMMERCIAL	YEAR	1957	124	586	434	54	35	15	0	3	1251
COMMERCIAL	YEAR	1956	194	809	624	66	55	29	0	7	1784
COMMERCIAL	YEAR	1955	170	620	442	44	43	10	0	3	1332
COMMERCIAL	YEAR	1954	139	482	371	31	36	7	0	2	1068
COMMERCIAL	YEAR	1953	201	583	568	41	44	14	0	10	1461
COMMERCIAL	YEAR	1952	202	642	626	20	57	14	0	13	1574
COMMERCIAL	YEAR	1951	233	428	550	31	51	13	0	8	1314
COMMERCIAL	YEAR	1950	181	392	512	23	26	8	0	3	1145
COMMERCIAL	YEAR	1949	161	382	491	16	29	14	0	2	1095
COMMERCIAL	YEAR	1948	139	277	379	9	20	12	0	4	840
COMMERCIAL	YEAR	1947	128	245	355	10	19	10	0	4	771
COMMERCIAL	YEAR	1946	112	184	270	2	19	8	0	4	599
COMMERCIAL	YEAR	1945	10	44	54	3	2	1	0	1	115
COMMERCIAL	YEAR	1944	8	36	39	0	3	1	0	0	87
COMMERCIAL	YEAR	1943	6	23	26	1	0	0	0	0	56
COMMERCIAL	YEAR	1942	25	64	96	1	6	2	0	0	194
COMMERCIAL	YEAR	1941	45	73	115	0	7	1	0	4	245
COMMERCIAL	YEAR	1940	45	74	133	1	6	2	0	3	264
COMMERCIAL	YEAR	1939	20	31	80	1	9	0	0	5	146
COMMERCIAL	YEAR	1938	36	49	70	1	7	1	0	0	164
COMMERCIAL	YEAR	1937	48	56	88	0	4	1	0	1	198
COMMERCIAL	YEAR	1936	29	63	59	0	3	2	0	2	158
COMMERCIAL	YEAR	1935	25	34	64	0	5	1	0	0	129
COMMERCIAL	YEAR	1934	31	33	65	0	6	0	0	1	136
COMMERCIAL	YEAR	1933	9	18	37	0	1	0	0	0	65
COMMERCIAL	YEAR	1932	22	46	56	0	4	0	0	1	129
COMMERCIAL	YEAR	1931	25	50	54	0	5	1	0	1	136
COMMERCIAL	YEAR	1930	34	46	67	0	2	1	0	0	150
COMMERCIAL	YEAR	1929	33	60	69	0	4	1	0	3	170
COMMERCIAL	YEAR	1928	18	31	62	0	7	0	0	1	119
COMMERCIAL	YEAR	1927	6	19	29	0	1	0	0	0	55
COMMERCIAL	YEAR	1926	4	16	15	0	1	0	0	0	36
COMMERCIAL	YEAR	1925	4	9	21	0	0	0	0	0	34
COMMERCIAL	YEAR	1924	4	8	12	0	0	0	0	0	24
COMMERCIAL	YEAR	1923	15	39	23	0	6	0	0	0	83
COMMERCIAL	YEAR	1922	1	3	4	0	0	0	0	0	8
COMMERCIAL	YEAR	1921	0	0	4	0	1	1	0	0	6
COMMERCIAL	YEAR	1920	0	3	1	0	0	0	0	0	4
COMMERCIAL	YEAR	1919	0	3	4	0	0	0	0	0	7
COMMERCIAL	YEAR	1918	1	1	2	0	0	0	0	0	4
COMMERCIAL	YEAR	1917	0	4	0	0	0	0	0	0	4
COMMERCIAL	YEAR	1916	0	0	1	0	0	0	0	0	1
COMMERCIAL	YEAR	1915	0	1	1	0	0	0	0	0	2
COMMERCIAL	YEAR	1914	0	2	0	0	0	1	0	0	3
COMMERCIAL	YEAR	1913	0	0	1	0	0	0	0	0	1
COMMERCIAL	YEAR	1911	0	0	2	0	0	0	0	0	2
COMMERCIAL	YEAR	1909	0	3	0	1	0	0	0	0	4
COMMERCIAL	YEAR	1908	0	1	0	0	1	0	0	0	2
COMMERCIAL	YEAR	1907	0	5	1	3	0	0	0	0	9
COMMERCIAL	YEAR	1906	0	5	0	1	0	0	0	0	6
COMMERCIAL	YEAR	1905	0	2	0	0	0	0	0	0	2
COMMERCIAL	YEAR	1904	0	4	0	0	1	0	0	0	5
COMMERCIAL	YEAR	1903	0	1	1	0	0	0	0	0	2
COMMERCIAL	YEAR	1902	0	0	0	0	0	1	0	0	1
COMMERCIAL	YEAR	1900	2	5	3	1	0	0	0	0	11
BUS	AXLES	1	97	594	85	79	166	57	0	9	1087
BUS	AXLES	2	30905	40596	6470	12412	4010	3727	2	510	98632
BUS	AXLES	3	2450	6902	982	581	1147	530	2	67	12661
BUS	AXLES	OTHER	12	40	4	5	3	0	0	0	64
BUS	MOTIVE POWER	D	20782	29410	4453	9716	2947	2300	0	486	70094
BUS	MOTIVE POWER	E	107	196	27	2	1	0	0	0	333
BUS	MOTIVE POWER	F	2833	319	34	9	106	8	0	7	3316
BUS	MOTIVE POWER	G	8768	17072	2922	3238	2246	1959	4	93	36302
BUS	MOTIVE POWER	I	492	336	1	1	0	0	0	0	830
BUS	MOTIVE POWER	L	121	48	1	0	0	0	0	0	170
BUS	MOTIVE POWER	N	93	268	12	34	0	0	0	0	407
BUS	MOTIVE POWER	P	260	458	90	76	25	46	0	0	955
BUS	MOTIVE POWER	OTHER	8	25	1	1	1	1	0	0	37
BUS	BODY TYPE	BU	33464	47997	7527	13074	5320	4314	4	586	112286
BUS	BODY TYPE	OTHER	0	135	14	3	6	0	0	0	158
BUS	YEAR	2022	26	0	0	0	0	0	0	0	26
BUS	YEAR	2021	665	5	0	0	0	0	0	0	670
BUS	YEAR	2020	1669	65	0	0	1	0	0	3	1738
BUS	YEAR	2019	3017	112	6	0	34	0	0	0	3169
BUS	YEAR	2018	2546	124	3	0	21	0	0	2	2696
BUS	YEAR	2017	2872	146	18	0	39	0	0	1	3076
BUS	YEAR	2016	2436	133	18	1	38	1	0	3	2630
BUS	YEAR	2015	2007	172	12	2	13	2	0	2	2210
BUS	YEAR	2014	2152	121	30	3	28	0	0	5	2339
BUS	YEAR	2013	2603	134	30	19	48	1	0	4	2839
BUS	YEAR	2012	2277	242	45	13	39	4	0	7	2627
BUS	YEAR	2011	1951	243	58	20	75	6	0	2	2355
BUS	YEAR	2010	2119	265	42	23	106	3	0	7	2565
BUS	YEAR	2009	2045	727	85	77	135	5	0	14	3088
BUS	YEAR	2008	1221	761	76	142	95	24	0	42	2361
BUS	YEAR	2007	1278	752	65	113	112	13	0	24	2357
BUS	YEAR	2006	1035	1380	152	476	104	38	0	31	3216
BUS	YEAR	2005	518	1169	109	387	92	24	0	26	2325
BUS	YEAR	2004	341	1437	209	767	51	45	0	33	2883
BUS	YEAR	2003	214	1108	151	546	72	32	0	49	2172
BUS	YEAR	2002	78	1075	116	516	57	27	0	37	1906
BUS	YEAR	2001	86	1502	136	501	99	36	0	30	2390
BUS	YEAR	2000	95	1383	132	878	178	56	0	45	2767
BUS	YEAR	1999	81	1230	154	700	124	185	0	37	2511
BUS	YEAR	1998	43	1152	169	609	85	99	0	27	2184
BUS	YEAR	1997	23	974	147	395	120	75	0	22	1756
BUS	YEAR	1996	11	1124	109	569	88	64	0	23	1988
BUS	YEAR	1995	7	1116	184	420	140	49	0	46	1962
BUS	YEAR	1994	3	798	193	217	142	58	0	11	1422
BUS	YEAR	1993	2	889	179	309	167	55	0	10	1611
BUS	YEAR	1992	2	1253	230	311	164	114	0	10	2084
BUS	YEAR	1991	1	1266	188	410	129	108	0	10	2112
BUS	YEAR	1990	0	1569	265	494	139	163	0	4	2634
BUS	YEAR	1989	0	1674	329	423	109	142	0	5	2682
BUS	YEAR	1988	1	1673	329	411	118	197	0	3	2732
BUS	YEAR	1987	1	1697	285	304	188	335	0	4	2814
BUS	YEAR	1986	0	1264	212	223	147	202	0	1	2049
BUS	YEAR	1985	2	1325	249	247	148	178	0	1	2150
BUS	YEAR	1984	2	1165	225	239	145	154	0	0	1930
BUS	YEAR	1983	0	959	135	217	134	83	0	0	1528
BUS	YEAR	1982	0	977	124	124	134	88	0	0	1447
BUS	YEAR	1981	4	1534	184	194	229	197	1	0	2343
BUS	YEAR	1980	1	1088	134	138	191	150	0	0	1702
BUS	YEAR	1979	2	1208	130	141	201	120	0	0	1802
BUS	YEAR	1978	0	1150	168	221	155	197	0	0	1891
BUS	YEAR	1977	0	1171	138	184	65	202	0	0	1760
BUS	YEAR	1976	0	1079	156	162	84	158	0	0	1639
BUS	YEAR	1975	0	1455	183	290	141	215	0	0	2284
BUS	YEAR	1974	0	894	190	199	56	112	0	1	1452
BUS	YEAR	1973	1	782	218	97	35	74	0	0	1207
BUS	YEAR	1972	0	620	133	80	48	69	2	0	952
BUS	YEAR	1971	0	440	59	74	44	40	1	0	658
BUS	YEAR	1970	0	288	50	49	33	37	0	0	457
BUS	YEAR	1969	0	279	46	24	13	20	0	0	382
BUS	YEAR	1968	0	200	65	28	21	4	0	0	318
BUS	YEAR	1967	0	227	101	22	18	13	0	0	381
BUS	YEAR	1966	1	167	98	22	42	9	0	2	341
BUS	YEAR	1965	0	127	87	13	39	10	0	0	276
BUS	YEAR	1964	1	77	26	5	22	5	0	0	136
BUS	YEAR	1963	0	48	81	6	11	5	0	0	151
BUS	YEAR	1962	2	26	49	4	6	4	0	0	91
BUS	YEAR	1961	0	19	2	10	1	1	0	1	34
BUS	YEAR	1960	0	21	3	2	8	1	0	1	36
BUS	YEAR	1959	0	17	3	2	2	0	0	0	24
BUS	YEAR	1958	0	6	2	1	0	2	0	0	11
BUS	YEAR	1957	0	11	3	0	0	1	0	0	15
BUS	YEAR	1956	0	7	3	0	0	1	0	0	11
BUS	YEAR	1955	0	5	4	1	1	0	0	0	11
BUS	YEAR	1954	0	2	2	0	0	0	0	0	4
BUS	YEAR	1953	0	3	1	1	0	0	0	0	5
BUS	YEAR	1952	0	3	3	0	0	0	0	0	6
BUS	YEAR	1951	0	4	0	1	1	0	0	0	6
BUS	YEAR	1950	0	5	4	0	1	0	0	0	10
BUS	YEAR	1949	0	1	5	0	0	0	0	0	6
BUS	YEAR	1948	0	2	3	0	0	0	0	0	5
BUS	YEAR	1947	0	0	1	0	0	0	0	0	1
BUS	YEAR	1946	0	0	1	0	0	0	0	0	1
BUS	YEAR	1943	0	1	0	0	0	0	0	0	1
BUS	YEAR	1939	0	1	1	0	0	0	0	0	2
BUS	YEAR	1938	0	0	1	0	0	0	0	0	1
BUS	YEAR	1937	0	1	1	0	0	0	0	0	2
BUS	YEAR	1935	0	1	1	0	0	0	0	0	2
BUS	YEAR	1922	22	0	0	0	0	0	0	0	22
BUS	YEAR	1921	0	0	1	0	0	0	0	0	1
BUS	YEAR	1919	0	0	0	0	0	1	0	0	1
BUS	YEAR	1916	0	1	0	0	0	0	0	0	1
BUS	YEAR	1902	0	0	1	0	0	0	0	0	1
TRAILER	AXLES	1	2037972	228629	4210	1812	39013	17486	3	0	2329125
TRAILER	AXLES	2	1057265	232225	9769	864	66550	14050	20	0	1380743
TRAILER	AXLES	3	110029	22655	1244	113	12032	1526	27	0	147626
TRAILER	AXLES	4	21152	3862	306	22	2296	214	0	0	27852
TRAILER	AXLES	5	7418	1389	112	5	233	59	0	0	9216
TRAILER	AXLES	6	2293	447	37	2	110	9	0	0	2898
TRAILER	AXLES	OTHER	1449	122	10	0	119	5	0	0	1705
TRAILER	BODY TYPE	AT	12108	2490	147	6	710	140	0	0	15601
TRAILER	BODY TYPE	BT	727607	81831	717	286	15037	5825	10	0	831313
TRAILER	BODY TYPE	DP	63905	5502	1116	54	2828	285	1	0	73691
TRAILER	BODY TYPE	DT	4633	823	28	2	265	13	2	0	5766
TRAILER	BODY TYPE	FV	304569	86802	4201	392	41921	8328	12	0	446225
TRAILER	BODY TYPE	HR	23657	3332	75	14	1498	257	0	0	28833
TRAILER	BODY TYPE	LB	47974	6070	392	44	1320	400	9	0	56209
TRAILER	BODY TYPE	LT	13286	3916	152	30	1493	244	0	0	19121
TRAILER	BODY TYPE	LV	15315	1611	54	7	721	125	0	0	17833
TRAILER	BODY TYPE	MX	214	67	5	5	27	6	0	0	324
TRAILER	BODY TYPE	OV	5391	1322	55	7	326	43	2	0	7146
TRAILER	BODY TYPE	PF	305644	50321	2159	600	12431	3922	8	0	375085
TRAILER	BODY TYPE	PL	3786	834	51	10	165	60	0	0	4906
TRAILER	BODY TYPE	TT	126213	22868	644	177	6604	1420	0	0	157926
TRAILER	BODY TYPE	TV	341386	115470	1818	315	18056	3821	1	0	480867
TRAILER	BODY TYPE	TY	1235539	105764	4057	867	16802	8458	5	0	1371492
TRAILER	BODY TYPE	OTHER	6351	306	17	2	149	2	0	0	6827
TRAILER	YEAR	2022	285	4	0	0	7	0	0	0	296
TRAILER	YEAR	2021	25759	512	1	0	101	7	0	0	26380
TRAILER	YEAR	2020	76175	2014	10	0	419	28	0	0	78646
TRAILER	YEAR	2019	89227	2867	27	0	573	32	0	0	92726
TRAILER	YEAR	2018	96266	3197	43	0	803	52	0	0	100361
TRAILER	YEAR	2017	87108	3380	55	0	982	119	0	0	91644
TRAILER	YEAR	2016	80881	3636	48	0	1043	125	0	0	85733
TRAILER	YEAR	2015	82530	4151	76	0	1089	145	0	0	87991
TRAILER	YEAR	2014	83013	5024	127	0	1371	167	0	0	89702
TRAILER	YEAR	2013	85282	5381	136	0	1754	184	0	0	92737
TRAILER	YEAR	2012	82915	5724	195	0	1856	276	0	0	90966
TRAILER	YEAR	2011	82797	5960	232	1	1806	246	1	0	91043
TRAILER	YEAR	2010	72311	5773	240	1	1566	285	0	0	80176
TRAILER	YEAR	2009	77484	6443	304	1	2008	361	0	0	86601
TRAILER	YEAR	2008	95790	8533	485	1	2976	597	0	0	108382
TRAILER	YEAR	2007	94841	9327	582	1	3202	479	0	0	108432
TRAILER	YEAR	2006	89815	8850	517	0	3198	515	0	0	102895
TRAILER	YEAR	2005	80147	8961	554	1	3507	476	0	0	93646
TRAILER	YEAR	2004	76484	8631	517	1	2719	506	0	0	88858
TRAILER	YEAR	2003	70391	8327	539	2	2501	547	0	0	82307
TRAILER	YEAR	2002	62136	7730	469	2	2082	589	0	0	73008
TRAILER	YEAR	2001	62180	9382	543	9	3000	696	0	0	75810
TRAILER	YEAR	2000	71766	11559	659	6	3823	838	3	0	88654
TRAILER	YEAR	1999	62297	10880	715	9	3716	968	0	0	78585
TRAILER	YEAR	1998	61151	11817	747	31	3853	1043	1	0	78643
TRAILER	YEAR	1997	52473	9974	559	14	2731	943	1	0	66695
TRAILER	YEAR	1996	48637	9942	428	16	2569	1025	2	0	62619
TRAILER	YEAR	1995	51730	10656	509	19	3059	921	3	0	66897
TRAILER	YEAR	1994	49448	10283	381	27	3117	836	0	0	64092
TRAILER	YEAR	1993	45273	9099	363	27	2102	703	0	0	57567
TRAILER	YEAR	1992	47412	10386	279	37	2254	724	0	0	61092
TRAILER	YEAR	1991	43477	9422	250	47	1920	694	0	0	55810
TRAILER	YEAR	1990	51977	12077	349	49	2668	755	1	0	67876
TRAILER	YEAR	1989	55146	13568	348	67	2866	864	0	0	72859
TRAILER	YEAR	1988	51639	14291	434	60	3734	956	1	0	71115
TRAILER	YEAR	1987	48732	13399	392	73	3906	859	4	0	67365
TRAILER	YEAR	1986	42631	11817	264	72	3514	840	18	0	59156
TRAILER	YEAR	1985	41510	11213	232	86	3253	762	2	0	57058
TRAILER	YEAR	1984	37799	10720	243	94	2897	749	0	0	52502
TRAILER	YEAR	1983	31601	7120	127	77	1368	439	0	0	40732
TRAILER	YEAR	1982	28373	7147	113	72	1079	394	0	0	37178
TRAILER	YEAR	1981	37046	8827	163	77	1918	477	2	0	48510
TRAILER	YEAR	1980	47887	10544	192	80	2450	666	1	0	61820
TRAILER	YEAR	1979	45767	12211	277	125	2828	915	2	0	62125
TRAILER	YEAR	1978	40060	11226	192	88	2420	733	0	0	54719
TRAILER	YEAR	1977	38351	10191	176	101	2047	746	1	0	51613
TRAILER	YEAR	1976	40069	10098	156	95	1951	674	0	0	53043
TRAILER	YEAR	1975	41542	10215	169	86	1890	771	2	0	54675
TRAILER	YEAR	1974	44058	11891	179	117	2384	1026	1	0	59656
TRAILER	YEAR	1973	44068	11914	188	165	2114	874	1	0	59324
TRAILER	YEAR	1972	41191	10374	175	149	1653	897	0	0	54439
TRAILER	YEAR	1971	35006	8249	121	113	1155	617	0	0	45261
TRAILER	YEAR	1970	35306	7626	84	126	906	575	1	0	44624
TRAILER	YEAR	1969	30942	7341	83	114	866	560	1	0	39907
TRAILER	YEAR	1968	24318	5508	77	66	631	423	0	0	31023
TRAILER	YEAR	1967	20205	4460	68	66	455	286	0	0	25540
TRAILER	YEAR	1966	16261	3583	46	46	382	272	0	0	20590
TRAILER	YEAR	1965	14023	3033	42	55	321	220	1	0	17695
TRAILER	YEAR	1964	9671	2157	28	35	206	143	0	0	12240
TRAILER	YEAR	1963	7444	1563	33	21	163	110	0	0	9334
TRAILER	YEAR	1962	6676	1343	20	29	105	99	0	0	8272
TRAILER	YEAR	1961	5728	1201	16	22	109	91	0	0	7167
TRAILER	YEAR	1960	6708	1334	16	21	95	69	0	0	8243
TRAILER	YEAR	1959	5072	1061	20	21	87	72	0	0	6333
TRAILER	YEAR	1958	3840	804	12	20	59	68	0	0	4803
TRAILER	YEAR	1957	2613	611	14	14	26	42	0	0	3320
TRAILER	YEAR	1956	2335	532	10	15	25	39	0	0	2956
TRAILER	YEAR	1955	1695	407	9	10	18	24	0	0	2163
TRAILER	YEAR	1954	911	211	3	3	15	12	0	0	1155
TRAILER	YEAR	1953	809	242	3	3	10	12	0	0	1079
TRAILER	YEAR	1952	556	133	5	7	6	7	0	0	714
TRAILER	YEAR	1951	372	95	2	5	3	2	0	0	479
TRAILER	YEAR	1950	695	136	2	7	6	13	0	0	859
TRAILER	YEAR	1949	311	81	3	3	3	6	0	0	407
TRAILER	YEAR	1948	436	94	1	2	15	6	0	0	554
TRAILER	YEAR	1947	291	65	0	3	2	7	0	0	368
TRAILER	YEAR	1946	196	37	2	0	0	2	0	0	237
TRAILER	YEAR	1945	113	22	0	0	2	1	0	0	138
TRAILER	YEAR	1944	45	8	0	0	1	0	0	0	54
TRAILER	YEAR	1943	31	8	1	0	1	0	0	0	41
TRAILER	YEAR	1942	46	12	0	0	0	0	0	0	58
TRAILER	YEAR	1941	35	12	2	0	0	0	0	0	49
TRAILER	YEAR	1940	84	18	0	0	1	1	0	0	104
TRAILER	YEAR	1939	23	4	0	0	1	0	0	0	28
TRAILER	YEAR	1938	12	11	0	0	0	1	0	0	24
TRAILER	YEAR	1937	32	9	0	0	0	0	0	0	41
TRAILER	YEAR	1936	25	2	0	0	1	0	0	0	28
TRAILER	YEAR	1935	23	1	0	0	0	0	0	0	24
TRAILER	YEAR	1934	8	2	0	0	0	0	0	0	10
TRAILER	YEAR	1933	5	1	0	0	0	1	0	0	7
TRAILER	YEAR	1932	10	1	0	0	1	0	0	0	12
TRAILER	YEAR	1931	3	1	0	0	0	0	0	0	4
TRAILER	YEAR	1930	16	3	0	0	0	0	0	0	19
TRAILER	YEAR	1929	5	3	0	0	0	0	0	0	8
TRAILER	YEAR	1928	4	0	0	0	0	0	0	0	4
TRAILER	YEAR	1927	2	1	0	0	0	0	0	0	3
TRAILER	YEAR	1926	2	1	0	0	0	0	0	0	3
TRAILER	YEAR	1925	6	0	0	0	0	0	0	0	6
TRAILER	YEAR	1924	0	1	0	0	0	0	0	0	1
TRAILER	YEAR	1923	0	1	0	0	0	0	0	0	1
TRAILER	YEAR	1922	79	0	0	0	0	0	0	0	79
TRAILER	YEAR	1921	2	0	0	0	0	0	0	0	2
TRAILER	YEAR	1920	1	0	0	0	0	0	0	0	1
TRAILER	YEAR	1919	6	2	0	0	0	0	0	0	8
TRAILER	YEAR	1918	1	1	0	0	0	0	0	0	2
TRAILER	YEAR	1916	1	0	0	0	0	0	0	0	1
TRAILER	YEAR	1912	2	0	0	0	0	0	0	0	2
TRAILER	YEAR	1911	4	2	0	0	0	0	0	0	6
TRAILER	YEAR	1910	2	0	0	0	0	0	0	0	2
TRAILER	YEAR	1909	1	0	0	0	0	0	0	0	1
TRAILER	YEAR	1908	2	1	1	0	0	0	0	0	4
TRAILER	YEAR	1907	5	4	1	0	0	0	0	0	10
TRAILER	YEAR	1906	3	1	0	0	0	0	0	0	4
TRAILER	YEAR	1905	6	1	0	0	0	0	0	0	7
TRAILER	YEAR	1904	6	0	0	0	0	1	0	0	7
TRAILER	YEAR	1903	6	3	0	0	0	0	0	0	9
TRAILER	YEAR	1902	2	2	0	0	0	0	0	0	4
TRAILER	YEAR	1901	5	3	0	0	0	0	0	0	8
TRAILER	YEAR	1900	7566	612	4	5	29	43	0	0	8259
