VEHICLE_CLASS	PLATE-CLASS	VEH-DCL	REG-DCL	VAL-DCL	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
COMMERCIAL	COM	PUO		NPU	683	10640	194	8	0	0	0	31	11556
COMMERCIAL	COM	PUO		OB3	0	28	0	0	0	0	0	147	175
COMMERCIAL	COM	PUO		OPU	322116	250341	2	5	0	4	2	3170	575640
COMMERCIAL	COM	PUO		PAR	0	2	0	0	0	0	0	0	2
COMMERCIAL	COM	PUO		PUO	77005	133795	1514	29	0	13	0	636	212992
COMMERCIAL	COM	PUO		XTR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	ARM	ARM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	CCA	CCA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	CDA	CDA	0	10	0	0	0	0	0	0	10
COMMERCIAL	COM	PUO	CHS	OPU	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	PUO	CHS	PUO	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	PUO	FDA	B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PUO	IND	OPU	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	PUO	NOR		0	54	0	0	0	0	0	3405	3459
COMMERCIAL	COM	PUO	NOR	B3K	2	333	32	1	0	0	0	1	369
COMMERCIAL	COM	PUO	NOR	NOR	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	PUO	NOR	NPU	142077	169426	626	15	0	15	0	385	312544
COMMERCIAL	COM	PUO	NOR	OB3	20	10	0	0	0	0	0	2	32
COMMERCIAL	COM	PUO	NOR	OPU	293	3227	0	0	0	0	0	29	3549
COMMERCIAL	COM	PUO	NOR	PUO	63	2217	18	0	0	1	0	8	2307
COMMERCIAL	COM	PUO	XTR	XTR	0	14	0	0	0	0	0	0	14
COMMERCIAL	COM	RBM			0	20	2	0	0	0	0	1	23
COMMERCIAL	COM	RBM		PAR	0	6	1	0	0	0	0	0	7
COMMERCIAL	COM	RBM		RBM	0	926	13	0	0	0	0	7	946
COMMERCIAL	COM	RBM	NOR		0	2	0	0	0	0	0	0	2
COMMERCIAL	COM	RBM	NOR	B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	RBM	NOR	RBM	0	49	0	0	0	0	0	0	49
COMMERCIAL	CPH				0	33002	0	0	0	0	0	0	33002
COMMERCIAL	CPR				47512	15949	36	0	13	0	0	0	63510
COMMERCIAL	CPR			B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	CPR		NOR		0	2	0	0	0	0	0	0	2
COMMERCIAL	CPR	B3K		B3K	0	0	1	0	0	0	0	0	1
COMMERCIAL	EVE	B3K		OB3	3	0	0	0	0	0	0	0	3
COMMERCIAL	FRM				0	10	0	0	0	0	0	0	10
COMMERCIAL	FRM	FRM			49749	70975	366	2	0	1	1	952	122046
COMMERCIAL	FRM	FRM		FRM	0	6	0	0	0	0	0	0	6
COMMERCIAL	FRM	FRM	CHS		0	8	0	0	0	0	0	0	8
COMMERCIAL	FRM	FRM	FDA		5	6	0	0	0	0	0	0	11
COMMERCIAL	FRM	FRM	IND	IND	0	1	0	0	0	0	0	0	1
COMMERCIAL	FRM	FRM	NOR		725	2159	7	0	0	0	0	19	2910
COMMERCIAL	FRM	PUO			0	1	1	0	0	0	0	0	2
COMMERCIAL	FRM	PUO	NOR		0	1	0	0	0	0	0	0	1
COMMERCIAL	OCC				9786	1908	0	0	0	0	0	50	11744
COMMERCIAL	OCC			OB3	0	0	0	0	0	0	0	2	2
COMMERCIAL	OCC			OPU	0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC		IND	IND	8	0	0	0	0	0	0	0	8
COMMERCIAL	OCC		NOR		930	162	0	0	0	0	0	2	1094
COMMERCIAL	OCC		NOR	PUO	0	0	0	0	0	0	0	2	2
COMMERCIAL	OCC		STJ	STJ	14	5	0	0	0	0	0	0	19
COMMERCIAL	OCC	B3K			0	0	0	0	0	0	0	31	31
COMMERCIAL	OCC	B3K		B3K	6578	1233	0	0	0	0	0	29	7840
COMMERCIAL	OCC	B3K		OB3	21618	3575	0	0	0	0	0	53	25246
COMMERCIAL	OCC	B3K		OPU	0	0	0	0	0	0	0	8	8
COMMERCIAL	OCC	B3K		PUO	0	1	0	0	0	0	0	2	3
COMMERCIAL	OCC	B3K	IND	IND	2	0	0	0	0	0	0	0	2
COMMERCIAL	OCC	B3K	IND	OB3	0	1	0	0	0	0	0	0	1
COMMERCIAL	OCC	B3K	NOR		0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC	B3K	NOR	B3K	4	6	0	0	0	0	0	0	10
COMMERCIAL	OCC	B3K	NOR	NPU	0	1	0	0	0	0	0	0	1
COMMERCIAL	OCC	B3K	NOR	OB3	138	56	0	0	0	0	0	1	195
COMMERCIAL	OCC	B3K	STJ	STJ	9	2	0	0	0	0	0	0	11
COMMERCIAL	OCC	MFT			0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC	MFT		B3K	0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC	MFT		MFT	205	0	0	0	0	0	0	0	205
COMMERCIAL	OCC	MF3			2	0	0	0	0	0	0	0	2
COMMERCIAL	OCC	MF3		MF3	20	0	0	0	0	0	0	0	20
COMMERCIAL	OCC	MF3	IND	MF3	1	0	0	0	0	0	0	0	1
COMMERCIAL	OCC	PAR		PAR	23	14	0	0	0	0	0	0	37
COMMERCIAL	OCC	PAR	NOR	PAR	2	1	0	0	0	0	0	0	3
COMMERCIAL	OCC	PUO			0	1	0	0	0	0	0	44	45
COMMERCIAL	OCC	PUO		ARM	1	0	0	0	0	0	0	0	1
COMMERCIAL	OCC	PUO		B3K	0	0	0	0	0	0	0	1	1
COMMERCIAL	OCC	PUO		NPU	44	79	0	0	0	0	0	0	123
COMMERCIAL	OCC	PUO		OB3	0	1	0	0	0	0	0	7	8
COMMERCIAL	OCC	PUO		OPU	24359	5110	0	0	0	0	0	74	29543
COMMERCIAL	OCC	PUO		PUO	6124	1224	0	0	0	0	0	24	7372
COMMERCIAL	OCC	PUO	NOR		0	1	0	0	0	0	0	5	6
COMMERCIAL	OCC	PUO	NOR	NOR	0	0	0	0	0	0	0	3	3
COMMERCIAL	OCC	PUO	NOR	NPU	6965	1812	0	0	0	0	0	5	8782
COMMERCIAL	OCC	PUO	NOR	OB3	2	0	0	0	0	0	0	0	2
COMMERCIAL	OCC	PUO	NOR	OPU	17	37	0	0	0	0	0	0	54
COMMERCIAL	OCC	PUO	NOR	PUO	167	15	0	0	0	0	0	2	184
COMMERCIAL	OCC	RBM		RBM	0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH				0	4	0	0	0	0	0	0	4
COMMERCIAL	SCH		CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH		NOR		0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH	SCH			0	373	115	1	0	0	0	0	489
COMMERCIAL	SCH	SCH	CHS		0	1	4	0	0	0	0	0	5
COMMERCIAL	SCH	SCH	IND		0	1	0	0	0	0	0	0	1
COMMERCIAL	SCH	SCH	NOR		0	27	1	0	0	0	0	0	28
COMMERCIAL	YOM	PUO			132	46	0	0	0	0	0	0	178
COMMERCIAL	YOM	PUO		OPU	0	1	0	0	0	0	0	0	1
COMMERCIAL	YOM	PUO		PUO	1	0	0	0	0	0	0	0	1
COMMERCIAL	YOM	PUO	NOR	NPU	21	3	0	0	0	0	0	0	24
BUS	   				0	23002	6676	12697	4323	2200	3	78	48979
BUS	   		CCA		0	0	29	0	0	0	0	0	29
BUS	   		CHS		0	523	24	11	22	49	0	1	630
BUS	   		FDA		0	28	15	5	27	1	0	0	76
BUS	   		IND		0	46	2	0	0	1	0	0	49
BUS	   		NOR		0	182	367	43	14	21	0	1	628
BUS	   		ONA		0	110	46	2	48	21	0	0	227
BUS	   		RDX		0	5	0	0	0	2	0	0	7
BUS	   	SCH			0	6063	204	310	885	2009	1	6	9478
BUS	   	SCH	CHS		0	78	1	0	1	3	0	0	83
BUS	   	SCH	FDA		0	0	1	0	1	0	0	0	2
BUS	   	SCH	IND		0	38	0	0	2	4	0	0	44
BUS	   	SCH	NOR		0	113	1	6	3	3	0	0	126
BUS	   	SCH	ONA		0	0	1	0	0	0	0	0	1
BUS	BPH				0	651	0	0	0	0	0	0	651
BUS	BPR				784	326	0	0	0	0	0	0	1110
BUS	BPR		NOR		0	1	1	0	0	0	0	0	2
BUS	BPR	PUO			0	1	0	0	0	0	0	0	1
BUS	BUS				19173	10817	158	3	0	0	0	421	30572
BUS	BUS			CHS	0	10	0	0	0	0	0	0	10
BUS	BUS			IND	0	2	0	0	0	0	0	0	2
BUS	BUS			ONA	3	0	0	0	0	0	0	0	3
BUS	BUS		CHS		0	94	12	0	0	0	0	3	109
BUS	BUS		CHS	CHS	157	659	0	0	0	0	0	0	816
BUS	BUS		FDA		20	3	0	0	0	0	0	0	23
BUS	BUS		FDA	FDA	0	4	0	0	0	0	0	0	4
BUS	BUS		IND		94	60	0	0	0	0	0	2	156
BUS	BUS		IND	IND	0	63	0	0	0	0	0	0	63
BUS	BUS		NOR		49	259	3	0	0	0	0	32	343
BUS	BUS		ONA		0	2	0	0	0	0	0	0	2
BUS	BUS		ONA	ONA	718	13	0	0	0	0	0	0	731
BUS	BUS		RDX	RDX	5	1	0	0	0	0	0	0	6
BUS	SCH				0	1	0	0	0	0	0	0	1
BUS	SCH	SCH			12235	4687	0	0	0	0	0	39	16961
BUS	SCH	SCH		CHS	0	3	0	0	0	0	0	0	3
BUS	SCH	SCH		SCH	0	1	0	0	0	0	0	0	1
BUS	SCH	SCH	CHS	CHS	95	53	0	0	0	0	0	0	148
BUS	SCH	SCH	IND		104	39	0	0	0	0	0	2	145
BUS	SCH	SCH	IND	IND	0	13	0	0	0	0	0	0	13
BUS	SCH	SCH	NOR		24	181	0	0	0	0	0	1	206
BUS	SCH	SCH	ONA	ONA	3	0	0	0	0	0	0	0	3
TRAILER	   				0	439781	15086	2372	114615	28196	48	0	600098
TRAILER	   		CCA		0	2	0	0	0	0	0	0	2
TRAILER	   		CDA		0	5	0	0	1	0	0	0	6
TRAILER	   		CHS		0	26	1	1	0	3	0	0	31
TRAILER	   		FDA		0	365	1	3	49	35	0	0	453
TRAILER	   		IND		0	32	0	0	0	1	0	0	33
TRAILER	   		NOR		0	43334	349	409	5677	4889	2	0	54660
TRAILER	   		ONA		0	719	190	21	6	182	0	0	1118
TRAILER	   		STJ		0	13	0	0	0	0	0	0	13
TRAILER	   		XTR		0	8	0	0	1	0	0	0	9
TRAILER	TRL				2769850	4311	56	12	3	36	0	0	2774268
TRAILER	TRL			B3K	43	0	0	0	0	0	0	0	43
TRAILER	TRL			CCA	4	0	0	0	0	0	0	0	4
TRAILER	TRL			CDA	2	0	0	0	0	0	0	0	2
TRAILER	TRL			FDA	3	0	0	0	0	0	0	0	3
TRAILER	TRL			IND	2	0	0	0	0	0	0	0	2
TRAILER	TRL			NOR	2	0	0	0	0	0	0	0	2
TRAILER	TRL			NPU	4	1	0	0	0	0	0	0	5
TRAILER	TRL			ONA	50	0	0	0	0	0	0	0	50
TRAILER	TRL			PUO	3	1	0	0	0	0	0	0	4
TRAILER	TRL			XTR	5	0	0	0	0	0	0	0	5
TRAILER	TRL		ARM		1	0	0	0	0	0	0	0	1
TRAILER	TRL		CCA		18	0	0	0	0	0	0	0	18
TRAILER	TRL		CCA	CCA	11	0	0	0	0	0	0	0	11
TRAILER	TRL		CDA		10	0	0	0	0	0	0	0	10
TRAILER	TRL		CDA	CDA	39	0	0	0	0	0	0	0	39
TRAILER	TRL		CDA	XTR	1	0	0	0	0	0	0	0	1
TRAILER	TRL		CHS		196	0	0	0	0	0	0	0	196
TRAILER	TRL		FDA		909	8	0	0	0	0	0	0	917
TRAILER	TRL		FDA	FDA	136	0	0	0	0	0	0	0	136
TRAILER	TRL		IND		475	0	0	0	0	0	0	0	475
TRAILER	TRL		IND	FDA	1	0	0	0	0	0	0	0	1
TRAILER	TRL		IND	IND	206	0	0	0	0	0	0	0	206
TRAILER	TRL		NOR		460959	723	5	0	1	7	0	0	461695
TRAILER	TRL		NOR	B3K	2	0	0	0	0	0	0	0	2
TRAILER	TRL		NOR	NPU	1	0	0	0	0	0	0	0	1
TRAILER	TRL		NOR	PUO	1	0	0	0	0	0	0	0	1
TRAILER	TRL		ONA		526	0	0	0	0	0	0	0	526
TRAILER	TRL		ONA	FDA	15	0	0	0	0	0	0	0	15
TRAILER	TRL		ONA	ONA	3981	0	0	0	0	0	0	0	3981
TRAILER	TRL		RDX		62	0	0	0	0	0	0	0	62
TRAILER	TRL		STJ		39	0	0	0	0	0	0	0	39
TRAILER	TRL		XTR		3	0	0	0	0	0	0	0	3
TRAILER	TRL		XTR	XTR	18	0	0	0	0	0	0	0	18
SNOW VEHICLE	   				0	121	0	1536	8088	221	6	0	9972
SNOW VEHICLE	   		FDA		0	0	0	1	11	0	0	0	12
SNOW VEHICLE	   		NOR		0	21	0	1826	2197	119	0	0	4163
SNOW VEHICLE	   		ONA		0	0	0	21	10	0	0	0	31
SNOW VEHICLE	   		XTR		0	0	0	0	1	0	0	0	1
SNOW VEHICLE	   	SNR			0	6	1	155	2715	39	0	0	2916
SNOW VEHICLE	   	SNR	FDA		0	0	0	0	15	0	0	0	15
SNOW VEHICLE	   	SNR	NOR		0	2	0	29	69	11	0	0	111
SNOW VEHICLE	   	SNR	ONA		0	0	0	1	2	0	0	0	3
SNOW VEHICLE	SNO				198799	233781	2	4	1	9639	0	0	442226
SNOW VEHICLE	SNO			NOR	276	7078	0	0	0	351	0	0	7705
SNOW VEHICLE	SNO			ONA	0	2	0	0	0	0	0	0	2
SNOW VEHICLE	SNO			SNR	3	0	0	0	0	0	0	0	3
SNOW VEHICLE	SNO		CDA		0	2	0	0	0	0	0	0	2
SNOW VEHICLE	SNO		CHS		2	3	0	0	0	0	0	0	5
SNOW VEHICLE	SNO		FDA		107	80	0	0	0	2	0	0	189
SNOW VEHICLE	SNO		FDA	NOR	0	4	0	0	0	0	0	0	4
SNOW VEHICLE	SNO		IND		43	38	0	0	0	0	0	0	81
SNOW VEHICLE	SNO		NOR		29717	6884	0	0	0	3857	0	0	40458
SNOW VEHICLE	SNO		NOR	NOR	71541	108314	0	0	0	5937	0	0	185792
SNOW VEHICLE	SNO		NOR	SNR	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	SNO		ONA		82	99	0	0	0	19	0	0	200
SNOW VEHICLE	SNO		ONA	ONA	437	398	0	0	0	23	0	0	858
SNOW VEHICLE	SNO		XTR		0	2	0	0	0	0	0	0	2
SNOW VEHICLE	SNO	SNR			233	52369	2	15	0	3594	0	0	56213
SNOW VEHICLE	SNO	SNR		NOR	0	0	0	0	0	6	0	0	6
SNOW VEHICLE	SNO	SNR		SNR	0	14	0	0	0	0	0	0	14
SNOW VEHICLE	SNO	SNR	CHS		0	3	0	0	0	0	0	0	3
SNOW VEHICLE	SNO	SNR	FDA		0	16	0	0	0	9	0	0	25
SNOW VEHICLE	SNO	SNR	IND		0	22	0	0	0	0	0	0	22
SNOW VEHICLE	SNO	SNR	NOR		69	3982	1	0	0	937	0	0	4989
SNOW VEHICLE	SNO	SNR	NOR	NOR	0	1	0	0	0	18	0	0	19
SNOW VEHICLE	SNO	SNR	NOR	SNR	0	5	0	0	0	0	0	0	5
SNOW VEHICLE	SNO	SNR	ONA		10	70	0	0	0	12	0	0	92
SNOW VEHICLE	YMC				1	0	0	0	0	0	0	0	1
OFF ROAD	   				0	87699	4678	113	12376	2878	3	0	107747
OFF ROAD	   		CHS		0	18	1	0	0	0	0	0	19
OFF ROAD	   		FDA		0	57	2	0	23	1	0	0	83
OFF ROAD	   		IND		0	10	0	0	0	0	0	0	10
OFF ROAD	   		NOR		0	15306	158	33	1837	1629	0	0	18963
OFF ROAD	   		ONA		0	85	6	42	1	14	0	0	148
OFF ROAD	OFF				406792	165	0	0	1	0	0	1	406959
OFF ROAD	OFF			FDA	1	0	0	0	0	0	0	0	1
OFF ROAD	OFF			ONA	5	0	0	0	0	0	0	0	5
OFF ROAD	OFF		CDA		1	0	0	0	0	0	0	0	1
OFF ROAD	OFF		CDA	CDA	1	0	0	0	0	0	0	0	1
OFF ROAD	OFF		CHS		11	0	0	0	0	0	0	0	11
OFF ROAD	OFF		FDA		200	0	0	0	0	0	0	0	200
OFF ROAD	OFF		FDA	FDA	16	0	0	0	0	0	0	0	16
OFF ROAD	OFF		IND		94	0	0	0	0	0	0	0	94
OFF ROAD	OFF		NOR		151374	10	0	0	0	0	1	0	151385
OFF ROAD	OFF		ONA		4	0	0	0	0	0	0	0	4
OFF ROAD	OFF		ONA	ONA	1258	0	0	0	0	0	0	0	1258
OFF ROAD	OFF		STJ		1	0	0	0	0	0	0	0	1
OFF ROAD	OFF		XTR		1	0	0	0	0	0	0	0	1
OFF ROAD	OFF		XTR	XTR	3	0	0	0	0	0	0	0	3
OFF ROAD	SNO				1	1	0	0	0	0	0	0	2
